"Start Time","End Time","Transcript" 
"01;39;09;09","01;39;09;22","And so"
"01;39;09;22","01;39;09;28","that's"
"01;39;09;28","01;39;10;06","why it"
"01;39;10;06","01;39;10;14","has to"
"01;39;10;14","01;39;10;19","be"
"01;39;10;19","01;39;10;20","a"
"01;39;10;20","01;39;11;01","little"
"01;39;11;01","01;39;11;16","dynamic"
"01;39;11;16","01;39;11;19","and"
"01;39;11;19","01;39;12;06","situational,"
"01;39;12;06","01;39;12;18","but"
"01;39;13;01","01;39;13;08","just"
"01;39;13;08","01;39;13;13","seeing"
"01;39;13;13","01;39;13;19","them"
"01;39;13;19","01;39;13;25","as"
"01;39;13;25","01;39;14;00","kind"
"01;39;14;00","01;39;14;03","of"
"01;39;14;03","01;39;14;07","like"
"01;39;14;07","01;39;14;19","extreme"
"01;39;14;19","01;39;15;02","modes"
"01;39;15;02","01;39;15;06","of"
"01;39;15;06","01;39;15;18","paper"
"01;39;15;18","01;39;16;25","interpretation"
"01;39;16;25","01;39;17;03","in an"
"01;39;17;03","01;39;17;27","extended"
"01;39;17;27","01;39;18;29","paper"
"01;39;18;29","01;39;19;20","interpretive"
"01;39;19;20","01;39;21;02","metaphor,"
"01;39;21;02","01;39;21;12","one"
"01;39;21;12","01;39;21;18","could"
"01;39;21;18","01;39;22;19","see"
"01;39;22;19","01;39;23;06","different"
"01;39;23;06","01;39;23;25","modes"
"01;39;23;25","01;39;24;14","of"
"01;39;24;22","01;39;25;16","receiving"
"01;39;26;17","01;39;26;26","some"
"01;39;26;26","01;39;27;13","meiosis"
"01;39;27;13","01;39;27;27","from"
"01;39;27;27","01;39;29;05","literature"
"01;39;29;15","01;39;29;23","or"
"01;39;29;23","01;39;30;29","discourse."
"01;39;30;29","01;39;31;08","And"
"01;39;31;08","01;39;32;04","then"
"01;39;32;04","01;39;32;14","what"
"01;39;32;14","01;39;32;17","is"
"01;39;32;17","01;39;32;20","the"
"01;39;32;20","01;39;32;28","role"
"01;39;32;28","01;39;33;01","of"
"01;39;33;01","01;39;34;26","participation"
"01;39;34;29","01;39;35;07","and"
"01;39;35;07","01;39;35;28","feedback."
"01;39;35;28","01;39;36;02","And"
"01;39;36;02","01;39;36;09","then"
"01;39;36;09","01;39;36;14","that"
"01;39;36;14","01;39;37;06","multi-agent"
"01;39;37;06","01;39;37;29","setting"
"01;39;37;29","01;39;38;05","that"
"01;39;38;05","01;39;38;09","we"
"01;39;38;09","01;39;40;20","mentioned,"
"01;39;40;20","01;39;41;22","I hope"
"01;39;41;22","01;39;41;27","that's"
"01;39;41;27","01;39;42;01","not"
"01;39;42;01","01;39;42;07","too"
"01;39;42;07","01;39;43;00","random"
"01;39;46;01","01;39;46;09","in our"
"01;39;46;09","01;39;46;21","last."
"01;39;46;21","01;39;46;27","Yeah"
"01;39;46;27","01;39;47;17","blue"
"01;39;47;18","01;39;47;23","go"
"01;39;47;23","01;39;48;07","for it."
"01;39;50;00","01;39;50;19","So one"
"01;39;50;19","01;39;50;28","like"
"01;39;50;28","01;39;51;15","pairing"
"01;39;51;15","01;39;51;20","of"
"01;39;51;20","01;39;52;08","papers"
"01;39;52;08","01;39;52;18","that I"
"01;39;52;18","01;39;52;22","would"
"01;39;52;22","01;39;52;26","have"
"01;39;52;26","01;39;53;05","liked"
"01;39;53;05","01;39;54;06","to"
"01;39;54;06","01;39;54;14","have"
"01;39;54;14","01;39;55;01","done"
"01;39;55;01","01;39;55;10","is"
"01;39;55;10","01;39;55;19","this"
"01;39;55;19","01;39;56;06","objective"
"01;39;56;06","01;39;56;18","reasoning"
"01;39;56;18","01;39;57;02","paper"
"01;39;57;02","01;39;58;00","with"
"01;39;58;11","01;39;58;22","the"
"01;39;58;22","01;39;59;12","Chris"
"01;39;59;12","01;39;59;24","Fields"
"01;39;59;24","01;40;00;18","quantum"
"01;40;00;18","01;40;01;07","paper,"
"01;40;01;07","01;40;01;28","the one"
"01;40;01;28","01;40;02;05","from"
"01;40;02;05","01;40;03;07","the 40"
"01;40;03;08","01;40;03;14","like"
"01;40;03;14","01;40;03;20","because"
"01;40;03;20","01;40;03;28","I was"
"01;40;03;28","01;40;04;03","just"
"01;40;04;03","01;40;04;26","reminded of it"
"01;40;04;26","01;40;05;06","so"
"01;40;05;06","01;40;05;17","much"
"01;40;05;17","01;40;05;22","as"
"01;40;05;22","01;40;05;29","I was"
"01;40;05;29","01;40;06;10","reading"
"01;40;06;10","01;40;06;18","through"
"01;40;06;18","01;40;07;13","the paper"
"01;40;07;13","01;40;07;25","and"
"01;40;07;25","01;40;08;08","just like"
"01;40;08;08","01;40;08;19","learning"
"01;40;08;19","01;40;08;28","about"
"01;40;08;28","01;40;09;13","objective"
"01;40;09;13","01;40;09;27","reasoning"
"01;40;09;27","01;40;10;01","and"
"01;40;10;01","01;40;10;15","what does that"
"01;40;10;15","01;40;10;21","look"
"01;40;10;21","01;40;11;00","like"
"01;40;11;00","01;40;11;14","and"
"01;40;11;14","01;40;11;21","how"
"01;40;11;21","01;40;11;29","like"
"01;40;11;29","01;40;12;09","we,"
"01;40;12;09","01;40;12;17","you"
"01;40;12;17","01;40;12;20","know,"
"01;40;12;20","01;40;13;01","in"
"01;40;13;01","01;40;13;29","objective"
"01;40;13;29","01;40;14;02","you"
"01;40;14;02","01;40;14;10","don't"
"01;40;14;10","01;40;15;01","have"
"01;40;15;01","01;40;15;17","complete"
"01;40;15;17","01;40;16;08","information."
"01;40;16;08","01;40;16;13","It's"
"01;40;16;13","01;40;16;18","like"
"01;40;16;18","01;40;17;05","partially"
"01;40;17;05","01;40;17;27","observable."
"01;40;17;27","01;40;18;09","And so"
"01;40;18;09","01;40;18;14","like"
"01;40;18;14","01;40;18;16","you"
"01;40;18;16","01;40;18;22","just"
"01;40;18;22","01;40;18;27","make"
"01;40;18;27","01;40;19;00","your"
"01;40;19;00","01;40;19;12","best"
"01;40;19;15","01;40;20;13","prediction"
"01;40;20;13","01;40;20;23","from"
"01;40;20;23","01;40;21;00","like a"
"01;40;21;00","01;40;21;12","partial"
"01;40;21;12","01;40;22;02","observation."
"01;40;22;02","01;40;22;06","And"
"01;40;22;06","01;40;22;13","it made"
"01;40;22;13","01;40;22;17","me"
"01;40;22;17","01;40;22;24","think"
"01;40;22;24","01;40;22;27","of"
"01;40;22;27","01;40;23;04","like"
"01;40;23;04","01;40;23;27","the"
"01;40;24;08","01;40;24;23","quantum"
"01;40;24;23","01;40;25;07","reference"
"01;40;25;07","01;40;26;02","frames"
"01;40;26;09","01;40;26;25","where"
"01;40;26;25","01;40;27;03","you"
"01;40;27;03","01;40;27;21","don't"
"01;40;27;21","01;40;28;08","like"
"01;40;28;10","01;40;28;20","it,"
"01;40;28;20","01;40;28;27","like"
"01;40;28;27","01;40;29;01","you"
"01;40;29;01","01;40;29;17","can't"
"01;40;29;17","01;40;30;02","get"
"01;40;30;02","01;40;30;15","full"
"01;40;30;15","01;40;31;03","overlap"
"01;40;31;03","01;40;31;08","with"
"01;40;31;08","01;40;31;18","someone"
"01;40;31;18","01;40;32;08","else's"
"01;40;32;08","01;40;32;28","quantum"
"01;40;32;28","01;40;33;13","preference"
"01;40;33;13","01;40;33;22","frame."
"01;40;33;22","01;40;33;28","Like,"
"01;40;33;28","01;40;34;04","like"
"01;40;34;04","01;40;34;10","it's"
"01;40;34;10","01;40;35;02","not"
"01;40;35;02","01;40;35;08","like"
"01;40;35;08","01;40;35;16","even"
"01;40;35;16","01;40;35;21","with"
"01;40;35;21","01;40;36;05","perfect"
"01;40;36;05","01;40;36;17","learning,"
"01;40;36;17","01;40;36;24","there's"
"01;40;36;24","01;40;37;05","still"
"01;40;37;05","01;40;37;09","going"
"01;40;37;09","01;40;37;17","to be"
"01;40;37;17","01;40;37;25","some"
"01;40;37;25","01;40;38;28","noise"
"01;40;39;03","01;40;39;10","or"
"01;40;39;10","01;40;39;18","some"
"01;40;39;18","01;40;40;05","overlap"
"01;40;40;05","01;40;40;19","between"
"01;40;40;19","01;40;40;23","the"
"01;40;40;23","01;40;41;04","quantum"
"01;40;41;04","01;40;41;15","reference"
"01;40;41;15","01;40;41;20","or"
"01;40;41;20","01;40;42;10","some"
"01;40;42;10","01;40;43;22","incongruence."
"01;40;43;22","01;40;44;04","The"
"01;40;45;03","01;40;45;15","quantum"
"01;40;45;15","01;40;45;25","reference"
"01;40;45;25","01;40;46;04","frames,"
"01;40;46;04","01;40;46;20","some area"
"01;40;46;20","01;40;46;27","that's"
"01;40;46;27","01;40;47;05","not"
"01;40;47;05","01;40;47;23","overlapping."
"01;40;47;23","01;40;48;23","So, so"
"01;40;48;23","01;40;49;03","I don't know,"
"01;40;49;03","01;40;49;29","I just"
"01;40;50;01","01;40;50;11","those"
"01;40;50;11","01;40;51;00","two things"
"01;40;51;00","01;40;51;07","that's"
"01;40;51;07","01;40;51;12","like"
"01;40;51;12","01;40;51;21","one"
"01;40;51;21","01;40;52;02","pairing"
"01;40;52;02","01;40;52;14","that I"
"01;40;52;14","01;40;52;20","would"
"01;40;52;20","01;40;52;23","have"
"01;40;52;23","01;40;53;03","liked"
"01;40;53;03","01;40;54;00","to"
"01;40;54;00","01;40;54;23","see."
"01;40;56;26","01;40;57;08","That's"
"01;40;57;08","01;40;57;12","that's"
"01;40;57;12","01;40;57;23","really"
"01;40;57;23","01;40;58;11","interesting."
"01;40;58;11","01;40;58;27","Like"
"01;40;59;18","01;41;00;02","as"
"01;41;00;02","01;41;00;13","alluded"
"01;41;00;13","01;41;00;19","to"
"01;41;00;19","01;41;01;04","earlier,"
"01;41;01;04","01;41;03;00","the quantum"
"01;41;04;25","01;41;05;16","broke"
"01;41;05;16","01;41;07;11","the glass"
"01;41;07;11","01;41;07;27","on the"
"01;41;07;27","01;41;08;26","reflexivity"
"01;41;08;26","01;41;10;09","question"
"01;41;10;17","01;41;10;27","in"
"01;41;10;27","01;41;11;13","philosophy"
"01;41;11;13","01;41;11;16","of"
"01;41;11;16","01;41;12;01","science."
"01;41;12;01","01;41;12;09","I hope"
"01;41;12;09","01;41;12;16","that's"
"01;41;12;16","01;41;14;01","not to"
"01;41;14;06","01;41;14;24","overstated"
"01;41;14;24","01;41;15;20","to say"
"01;41;15;20","01;41;15;27","and"
"01;41;15;27","01;41;16;06","it wasn't"
"01;41;16;06","01;41;16;22","the only"
"01;41;16;22","01;41;17;05","piece"
"01;41;17;05","01;41;17;21","in the"
"01;41;17;21","01;41;18;02","building"
"01;41;18;02","01;41;18;07","or the"
"01;41;18;07","01;41;18;17","weakening"
"01;41;18;17","01;41;18;19","of"
"01;41;18;19","01;41;19;16","the glass,"
"01;41;19;16","01;41;20;06","but"
"01;41;20;08","01;41;22;02","the earlier"
"01;41;22;02","01;41;22;23","mentioned"
"01;41;22;23","01;41;23;10","persists."
"01;41;23;10","01;41;23;13","An"
"01;41;23;13","01;41;24;18","anomaly"
"01;41;24;18","01;41;25;09","regarding"
"01;41;25;09","01;41;26;01","experimental"
"01;41;26;01","01;41;27;21","context"
"01;41;27;21","01;41;28;11","expanded"
"01;41;28;11","01;41;28;13","the"
"01;41;28;13","01;41;28;29","scope"
"01;41;28;29","01;41;29;05","of"
"01;41;29;05","01;41;29;17","certain"
"01;41;29;17","01;41;30;08","questions"
"01;41;30;08","01;41;30;16","in"
"01;41;30;16","01;41;31;21","science"
"01;41;31;21","01;41;33;07","beyond"
"01;41;33;07","01;41;33;29","discourse"
"01;41;33;29","01;41;34;09","in"
"01;41;34;09","01;41;34;21","certain"
"01;41;34;21","01;41;35;03","cultural"
"01;41;35;03","01;41;36;03","circles"
"01;41;36;03","01;41;36;16","during"
"01;41;36;16","01;41;36;20","the"
"01;41;36;20","01;41;36;29","last"
"01;41;36;29","01;41;37;02","like"
"01;41;37;02","01;41;37;17","500"
"01;41;37;17","01;41;37;26","years"
"01;41;37;26","01;41;38;01","that"
"01;41;38;01","01;41;38;17","Stephen"
"01;41;38;17","01;41;38;29","alluded"
"01;41;38;29","01;41;39;05","to"
"01;41;39;05","01;41;39;15","parts"
"01;41;39;15","01;41;39;26","of"
"01;41;41;00","01;41;41;06","so"
"01;41;41;06","01;41;41;22","quantum"
"01;41;41;22","01;41;42;06","is"
"01;41;42;06","01;41;43;08","where"
"01;41;43;21","01;41;44;13","abductee"
"01;41;44;13","01;41;44;21","of"
"01;41;44;21","01;41;45;18","temporal"
"01;41;45;18","01;41;48;05","relationality"
"01;41;48;05","01;41;48;12","it's"
"01;41;48;12","01;41;48;18","there"
"01;41;48;18","01;41;49;09","when you see it"
"01;41;49;09","01;41;49;18","now,"
"01;41;49;18","01;41;49;22","it's"
"01;41;49;22","01;41;50;21","not"
"01;41;51;04","01;41;51;23","proto"
"01;41;51;23","01;41;52;10","active"
"01;41;52;10","01;41;53;00","particle"
"01;41;53;00","01;41;53;09","of the"
"01;41;53;09","01;41;53;20","electron"
"01;41;53;20","01;41;53;22","or"
"01;41;53;22","01;41;53;29","just a"
"01;41;53;29","01;41;54;15","pebble."
"01;41;55;18","01;41;55;28","This"
"01;41;55;28","01;41;56;06","wouldn't"
"01;41;56;06","01;41;56;10","be"
"01;41;56;10","01;41;57;11","happening."
"01;41;57;15","01;41;58;12","Or"
"01;41;58;22","01;41;58;29","if"
"01;41;58;29","01;41;59;16","the electron"
"01;41;59;16","01;41;59;23","were a"
"01;41;59;23","01;42;00;04","pebble"
"01;42;00;04","01;42;01;01","that were bigger,"
"01;42;01;01","01;42;01;17","this wouldn't"
"01;42;01;17","01;42;02;01","be happening."
"01;42;02;01","01;42;02;07","But"
"01;42;02;07","01;42;02;13","would it"
"01;42;02;13","01;42;03;06","not be"
"01;42;03;10","01;42;03;14","or"
"01;42;03;14","01;42;03;20","would"
"01;42;03;20","01;42;03;28","it not"
"01;42;03;28","01;42;04;02","be"
"01;42;04;02","01;42;04;14","happening"
"01;42;04;14","01;42;05;11","because"
"01;42;05;11","01;42;05;21","we could"
"01;42;05;21","01;42;06;00","measure"
"01;42;06;00","01;42;06;03","it"
"01;42;06;03","01;42;07;00","better?"
"01;42;07;08","01;42;07;20","All of"
"01;42;07;20","01;42;08;10","those"
"01;42;08;10","01;42;09;04","questions"
"01;42;09;04","01;42;09;27","about"
"01;42;09;27","01;42;10;15","points"
"01;42;10;15","01;42;10;22","and"
"01;42;10;22","01;42;11;12","particles"
"01;42;11;12","01;42;11;15","and"
"01;42;11;15","01;42;12;27","waves"
"01;42;14;05","01;42;14;18","under"
"01;42;14;18","01;42;15;04","Bayesian"
"01;42;15;04","01;42;16;28","mechanics"
"01;42;16;28","01;42;17;19","as a"
"01;42;17;19","01;42;18;07","mechanics"
"01;42;18;07","01;42;18;23","for"
"01;42;18;23","01;42;19;14","cognitive"
"01;42;19;14","01;42;22;11","particles,"
"01;42;22;11","01;42;22;17","the"
"01;42;22;17","01;42;23;11","reflexivity"
"01;42;23;11","01;42;23;21","now"
"01;42;23;21","01;42;24;08","can flow"
"01;42;24;08","01;42;24;23","in not"
"01;42;24;23","01;42;25;05","just"
"01;42;25;05","01;42;26;06","from"
"01;42;26;06","01;42;26;26","electron"
"01;42;26;26","01;42;28;04","scale,"
"01;42;28;21","01;42;29;02","but"
"01;42;29;02","01;42;29;17","I feel"
"01;42;29;17","01;42;29;22","like"
"01;42;29;22","01;42;29;27","there"
"01;42;29;27","01;42;29;29","are"
"01;42;29;29","01;42;30;17","multiple"
"01;42;30;17","01;42;31;03","contact"
"01;42;31;03","01;42;32;15","surfaces"
"01;42;32;15","01;42;32;24","with"
"01;42;32;24","01;42;34;19","reflexivity"
"01;42;34;19","01;42;35;01","at the"
"01;42;35;01","01;42;36;29","semiotic"
"01;42;37;03","01;42;38;20","narrative"
"01;42;38;20","01;42;40;03","ecological."
"01;42;40;03","01;42;41;03","The real"
"01;42;41;03","01;42;42;16","scales"
"01;42;42;27","01;42;43;09","outside"
"01;42;43;09","01;42;44;16","of the experiment."
"01;42;44;16","01;42;44;23","And"
"01;42;44;23","01;42;45;03","I think"
"01;42;45;03","01;42;45;13","that"
"01;42;45;13","01;42;45;20","is"
"01;42;45;20","01;42;46;01","what"
"01;42;46;01","01;42;46;19","partially"
"01;42;46;19","01;42;47;01","speaks"
"01;42;47;01","01;42;47;24","to"
"01;42;48;22","01;42;49;00","the way"
"01;42;49;00","01;42;49;03","that"
"01;42;49;03","01;42;49;06","we"
"01;42;49;06","01;42;49;26","entered"
"01;42;49;26","01;42;50;06","this"
"01;42;50;06","01;42;50;14","dot"
"01;42;50;14","01;42;50;29","one"
"01;42;50;29","01;42;52;24","discussion."
"01;42;52;24","01;42;53;28","So in"
"01;42;53;28","01;42;55;09","our last"
"01;42;55;21","01;42;56;00","five"
"01;42;56;00","01;42;56;09","or"
"01;42;56;09","01;42;57;24","10 minutes,"
"01;42;57;27","01;42;58;27","what would we like"
"01;42;58;27","01;42;59;27","to"
"01;43;00;16","01;43;00;29","have"
"01;43;00;29","01;43;01;05","or"
"01;43;01;05","01;43;01;25","note"
"01;43;01;25","01;43;02;08","talked"
"01;43;02;08","01;43;02;20","to"
"01;43;02;20","01;43;02;29","just"
"01;43;02;29","01;43;03;04","to"
"01;43;03;04","01;43;03;21","the authors"
"01;43;03;21","01;43;03;25","if"
"01;43;03;25","01;43;03;28","they"
"01;43;03;28","01;43;04;06","listened"
"01;43;04;06","01;43;04;09","to"
"01;43;04;09","01;43;05;04","this"
"01;43;05;10","01;43;05;27","in the time"
"01;43;05;27","01;43;06;08","between"
"01;43;06;08","01;43;06;11","or"
"01;43;06;11","01;43;06;27","not?"
"01;43;07;06","01;43;07;11","We're"
"01;43;07;11","01;43;07;17","looking"
"01;43;07;17","01;43;07;24","forward"
"01;43;07;24","01;43;08;04","to"
"01;43;08;04","01;43;08;11","talking"
"01;43;08;11","01;43;08;14","to"
"01;43;08;14","01;43;08;26","anybody"
"01;43;08;26","01;43;09;10","who"
"01;43;09;10","01;43;09;21","wants"
"01;43;09;21","01;43;10;10","to,"
"01;43;10;11","01;43;10;21","whether"
"01;43;10;21","01;43;10;25","it's"
"01;43;10;25","01;43;10;28","for"
"01;43;10;28","01;43;11;01","the"
"01;43;11;01","01;43;12;00","DOT to"
"01;43;12;00","01;43;12;25","or any"
"01;43;12;25","01;43;13;02","point"
"01;43;13;02","01;43;13;04","in"
"01;43;13;04","01;43;13;25","the future."
"01;43;13;25","01;43;14;04","There's"
"01;43;14;04","01;43;14;15","always"
"01;43;14;15","01;43;14;24","a dot"
"01;43;14;24","01;43;15;04","three"
"01;43;15;04","01;43;16;03","avoidance."
"01;43;16;03","01;43;16;10","So"
"01;43;16;10","01;43;17;09","we hope"
"01;43;17;09","01;43;17;12","to"
"01;43;17;12","01;43;17;24","continue"
"01;43;17;24","01;43;17;28","this"
"01;43;17;28","01;43;18;13","discussion"
"01;43;18;13","01;43;18;22","with"
"01;43;18;22","01;43;19;03","those"
"01;43;19;03","01;43;19;17","who have"
"01;43;19;17","01;43;20;17","authored"
"01;43;20;21","01;43;20;28","and"
"01;43;20;28","01;43;21;04","those"
"01;43;21;04","01;43;21;15","who have"
"01;43;21;15","01;43;21;25","not"
"01;43;21;25","01;43;22;03","not"
"01;43;22;03","01;43;22;08","yet"
"01;43;22;08","01;43;22;26","authored,"
"01;43;23;02","01;43;23;15","because"
"01;43;23;15","01;43;23;21","there's"
"01;43;23;21","01;43;24;01","so"
"01;43;24;01","01;43;24;24","much"
"01;43;24;26","01;43;25;02","to"
"01;43;25;02","01;43;25;11","build"
"01;43;25;11","01;43;26;09","on, on"
"01;43;26;09","01;43;26;17","on"
"01;43;26;17","01;43;26;23","this"
"01;43;26;23","01;43;27;03","vector."
"01;43;27;03","01;43;27;18","So"
"01;43;27;18","01;43;27;27","both of"
"01;43;27;27","01;43;27;29","you"
"01;43;27;29","01;43;28;05","don't"
"01;43;28;05","01;43;28;11","feel"
"01;43;28;11","01;43;28;15","free"
"01;43;28;15","01;43;28;23","to"
"01;43;28;23","01;43;28;26","as"
"01;43;28;26","01;43;29;02","long"
"01;43;29;02","01;43;29;12","as you"
"01;43;29;12","01;43;29;19","would"
"01;43;29;19","01;43;30;03","like,"
"01;43;30;11","01;43;30;18","just"
"01;43;30;18","01;43;30;28","mention"
"01;43;30;28","01;43;31;05","any"
"01;43;31;05","01;43;31;14","points"
"01;43;31;14","01;43;31;18","that"
"01;43;31;18","01;43;31;21","you"
"01;43;31;21","01;43;31;25","want"
"01;43;31;25","01;43;32;01","to"
"01;43;32;01","01;43;32;14","discuss"
"01;43;32;14","01;43;32;20","for"
